,MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity,timestamp
2256,123,20200312,21500,9.75,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 02:15:00
4602,123,20200312,23000,10.25,LaTrobe_CSV-orig_20200312170258.csv,16.0,,17.1,13.0,77.0,2020-03-12 02:30:00
5157,123,20200312,24500,9.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 02:45:00
2255,123,20200312,30000,9.75,LaTrobe_CSV-orig_20200312170258.csv,15.7,,16.6,12.6,77.0,2020-03-12 03:00:00
2853,123,20200312,31500,9.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 03:15:00
4827,123,20200312,33000,9.25,LaTrobe_CSV-orig_20200312170258.csv,15.6,,16.6,12.4,76.0,2020-03-12 03:30:00
5152,123,20200312,34500,9.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 03:45:00
131,123,20200312,40000,10.5,LaTrobe_CSV-orig_20200312170258.csv,14.8,,15.9,13.0,83.0,2020-03-12 04:00:00
1283,123,20200312,41500,12.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 04:15:00
4778,123,20200312,43000,10.75,LaTrobe_CSV-orig_20200312170258.csv,14.5,,15.7,12.8,83.0,2020-03-12 04:30:00
7149,123,20200312,44500,9.75,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 04:45:00
1185,123,20200312,50000,10.25,LaTrobe_CSV-orig_20200312170258.csv,14.6,,15.5,12.6,83.0,2020-03-12 05:00:00
2253,123,20200312,51500,14.75,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 05:15:00
4825,123,20200312,53000,16.25,LaTrobe_CSV-orig_20200312170258.csv,14.4,,15.4,12.2,81.0,2020-03-12 05:30:00
5148,123,20200312,54500,15.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 05:45:00
1274,123,20200312,60000,14.5,LaTrobe_CSV-orig_20200312170258.csv,14.2,,15.3,12.1,81.0,2020-03-12 06:00:00
4050,123,20200312,61500,17.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 06:15:00
6125,123,20200312,63000,17.75,LaTrobe_CSV-orig_20200312170258.csv,14.0,,15.1,12.1,82.0,2020-03-12 06:30:00
1272,123,20200312,64500,15.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 06:45:00
4601,123,20200312,70000,18.5,LaTrobe_CSV-orig_20200312170258.csv,15.5,,15.5,11.3,76.0,2020-03-12 07:00:00
5136,123,20200312,71500,17.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 07:15:00
1269,123,20200312,73000,14.5,LaTrobe_CSV-orig_20200312170258.csv,16.6,,17.8,10.4,62.0,2020-03-12 07:30:00
5089,123,20200312,74500,15.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 07:45:00
651,123,20200312,80000,22.75,LaTrobe_CSV-orig_20200312170258.csv,18.4,,19.6,10.3,55.0,2020-03-12 08:00:00
2273,123,20200312,81500,24.25,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 08:15:00
109,123,20200312,83000,19.25,LaTrobe_CSV-orig_20200312170258.csv,19.6,,20.7,10.8,53.0,2020-03-12 08:30:00
1260,123,20200312,84500,26.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 08:45:00
4820,123,20200312,90000,45.0,LaTrobe_CSV-orig_20200312170258.csv,20.4,,21.7,11.1,51.0,2020-03-12 09:00:00
1258,123,20200312,91500,41.75,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 09:15:00
6062,123,20200312,93000,45.5,LaTrobe_CSV-orig_20200312170258.csv,21.6,,22.6,12.3,52.0,2020-03-12 09:30:00
1261,123,20200312,94500,43.25,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 09:45:00
4819,123,20200312,100000,42.0,LaTrobe_CSV-orig_20200312170258.csv,21.7,,23.4,11.1,46.0,2020-03-12 10:00:00
690,123,20200312,101500,39.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 10:15:00
4821,123,20200312,103000,41.0,LaTrobe_CSV-orig_20200312170258.csv,22.8,,24.1,11.1,44.0,2020-03-12 10:30:00
105,123,20200312,104500,46.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 10:45:00
2274,123,20200312,110000,48.75,LaTrobe_CSV-orig_20200312170258.csv,23.1,,24.9,12.2,45.0,2020-03-12 11:00:00
4818,123,20200312,111500,45.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 11:15:00
1244,123,20200312,113000,42.5,LaTrobe_CSV-orig_20200312170258.csv,24.3,,25.6,12.4,43.0,2020-03-12 11:30:00
2831,123,20200312,114500,30.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 11:45:00
10,123,20200312,120000,40.25,LaTrobe_CSV-orig_20200312170258.csv,24.0,,26.4,11.3,39.0,2020-03-12 12:00:00
2231,123,20200312,121500,62.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 12:15:00
4816,123,20200312,123000,58.25,LaTrobe_CSV-orig_20200312170258.csv,24.8,,27.3,10.9,36.0,2020-03-12 12:30:00
1154,123,20200312,124500,53.75,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 12:45:00
2815,123,20200312,130000,54.5,LaTrobe_CSV-orig_20200312170258.csv,25.1,,27.9,11.5,36.0,2020-03-12 13:00:00
5122,123,20200312,131500,55.25,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 13:15:00
1235,123,20200312,133000,56.25,LaTrobe_CSV-orig_20200312170258.csv,24.1,,27.1,10.8,36.0,2020-03-12 13:30:00
2234,123,20200312,134500,54.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 13:45:00
5120,123,20200312,140000,47.75,LaTrobe_CSV-orig_20200312170258.csv,25.1,,27.4,10.6,35.0,2020-03-12 14:00:00
693,123,20200312,141500,48.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 14:15:00
2226,123,20200312,143000,58.75,LaTrobe_CSV-orig_20200312170258.csv,24.8,,28.1,10.8,34.0,2020-03-12 14:30:00
4815,123,20200312,144500,59.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 14:45:00
138,123,20200312,150000,50.75,LaTrobe_CSV-orig_20200312170258.csv,24.9,,27.2,11.7,38.0,2020-03-12 15:00:00
3213,123,20200312,151500,53.25,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 15:15:00
5929,123,20200312,153000,49.75,LaTrobe_CSV-orig_20200312170258.csv,24.8,,27.8,10.5,34.0,2020-03-12 15:30:00
1221,123,20200312,154500,54.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 15:45:00
2223,123,20200312,160000,53.5,LaTrobe_CSV-orig_20200312170258.csv,26.0,,28.4,10.1,32.0,2020-03-12 16:00:00
5121,123,20200312,161500,54.0,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 16:15:00
696,123,20200312,163000,53.0,LaTrobe_CSV-orig_20200312170258.csv,26.1,,28.6,9.8,31.0,2020-03-12 16:30:00
2277,123,20200312,164500,51.5,LaTrobe_CSV-orig_20200312170258.csv,,,,,,2020-03-12 16:45:00
4814,123,20200312,170000,55.75,LaTrobe_CSV-orig_20200312170258.csv,24.1,,28.2,8.0,28.0,2020-03-12 17:00:00
14,123,20200312,171500,51.25,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 17:15:00
1148,123,20200312,173000,49.25,LaTrobe_CSV-orig_20200312231700.csv,25.0,,28.0,7.8,28.0,2020-03-12 17:30:00
4813,123,20200312,174500,45.0,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 17:45:00
1145,123,20200312,180000,41.0,LaTrobe_CSV-orig_20200312231700.csv,24.9,,27.6,9.0,31.0,2020-03-12 18:00:00
2222,123,20200312,181500,39.0,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 18:15:00
4812,123,20200312,183000,38.0,LaTrobe_CSV-orig_20200312231700.csv,25.3,,27.2,9.1,32.0,2020-03-12 18:30:00
5871,123,20200312,184500,37.25,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 18:45:00
1216,123,20200312,190000,41.0,LaTrobe_CSV-orig_20200312231700.csv,25.4,,26.8,9.6,34.0,2020-03-12 19:00:00
3874,123,20200312,191500,37.5,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 19:15:00
5860,123,20200312,193000,36.5,LaTrobe_CSV-orig_20200312231700.csv,24.7,,25.9,9.7,36.0,2020-03-12 19:30:00
629,123,20200312,194500,30.25,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 19:45:00
1205,123,20200312,200000,19.0,LaTrobe_CSV-orig_20200312231700.csv,24.2,,24.8,10.3,40.0,2020-03-12 20:00:00
2808,123,20200312,201500,13.25,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 20:15:00
4811,123,20200312,203000,9.75,LaTrobe_CSV-orig_20200312231700.csv,23.4,,24.1,10.0,41.0,2020-03-12 20:30:00
95,123,20200312,204500,7.5,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 20:45:00
1199,123,20200312,210000,7.5,LaTrobe_CSV-orig_20200312231700.csv,23.0,,23.6,10.3,43.0,2020-03-12 21:00:00
2802,123,20200312,211500,8.5,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 21:15:00
4810,123,20200312,213000,9.5,LaTrobe_CSV-orig_20200312231700.csv,22.5,,22.7,10.5,46.0,2020-03-12 21:30:00
5807,123,20200312,214500,8.75,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 21:45:00
1195,123,20200312,220000,7.75,LaTrobe_CSV-orig_20200312231700.csv,21.2,,22.2,10.4,47.0,2020-03-12 22:00:00
2280,123,20200312,221500,7.5,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 22:15:00
4809,123,20200312,223000,7.5,LaTrobe_CSV-orig_20200312231700.csv,20.9,,21.6,10.1,48.0,2020-03-12 22:30:00
626,123,20200312,224500,8.0,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 22:45:00
2213,123,20200312,230000,8.75,LaTrobe_CSV-orig_20200312231700.csv,20.1,,21.2,10.1,49.0,2020-03-12 23:00:00
2214,123,20200312,231500,9.75,LaTrobe_CSV-orig_20200312231700.csv,,,,,,2020-03-12 23:15:00
1647,123,20200313,1500,9.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 00:15:00
1649,123,20200313,3000,9.0,LaTrobe_CSV-orig_20200314234751.csv,20.3,,20.5,9.1,48.0,2020-03-13 00:30:00
1651,123,20200313,4500,9.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 00:45:00
1653,123,20200313,10000,9.75,LaTrobe_CSV-orig_20200314234751.csv,19.7,,20.4,8.4,46.0,2020-03-13 01:00:00
1655,123,20200313,11500,9.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 01:15:00
1658,123,20200313,13000,9.75,LaTrobe_CSV-orig_20200314234751.csv,18.6,,19.2,9.1,52.0,2020-03-13 01:30:00
1662,123,20200313,14500,9.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 01:45:00
1665,123,20200313,20000,9.25,LaTrobe_CSV-orig_20200314234751.csv,19.4,,19.7,8.7,49.0,2020-03-13 02:00:00
1667,123,20200313,21500,9.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 02:15:00
1671,123,20200313,23000,9.0,LaTrobe_CSV-orig_20200314234751.csv,17.6,,19.1,8.4,50.0,2020-03-13 02:30:00
1674,123,20200313,24500,8.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 02:45:00
1676,123,20200313,30000,8.75,LaTrobe_CSV-orig_20200314234751.csv,18.7,,19.1,8.1,49.0,2020-03-13 03:00:00
1680,123,20200313,31500,8.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 03:15:00
1683,123,20200313,33000,8.0,LaTrobe_CSV-orig_20200314234751.csv,18.4,,18.9,8.0,49.0,2020-03-13 03:30:00
1687,123,20200313,34500,9.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 03:45:00
1690,123,20200313,40000,8.75,LaTrobe_CSV-orig_20200314234751.csv,16.1,,17.2,8.6,57.0,2020-03-13 04:00:00
1692,123,20200313,41500,8.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 04:15:00
1696,123,20200313,43000,10.5,LaTrobe_CSV-orig_20200314234751.csv,16.3,,16.4,9.6,64.0,2020-03-13 04:30:00
1698,123,20200313,44500,11.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 04:45:00
1702,123,20200313,50000,11.25,LaTrobe_CSV-orig_20200314234751.csv,16.9,,17.1,9.0,59.0,2020-03-13 05:00:00
1705,123,20200313,51500,22.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 05:15:00
1708,123,20200313,53000,26.75,LaTrobe_CSV-orig_20200314234751.csv,16.8,,17.4,8.8,57.0,2020-03-13 05:30:00
1712,123,20200313,54500,17.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 05:45:00
1714,123,20200313,60000,15.25,LaTrobe_CSV-orig_20200314234751.csv,16.6,,17.7,8.6,55.0,2020-03-13 06:00:00
1716,123,20200313,61500,17.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 06:15:00
1719,123,20200313,63000,17.5,LaTrobe_CSV-orig_20200314234751.csv,16.0,,17.5,8.4,55.0,2020-03-13 06:30:00
1723,123,20200313,64500,13.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 06:45:00
1726,123,20200313,70000,19.25,LaTrobe_CSV-orig_20200314234751.csv,17.1,,17.4,8.5,56.0,2020-03-13 07:00:00
1730,123,20200313,71500,25.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 07:15:00
1733,123,20200313,73000,17.75,LaTrobe_CSV-orig_20200314234751.csv,17.2,,17.9,8.5,54.0,2020-03-13 07:30:00
1735,123,20200313,74500,19.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 07:45:00
1739,123,20200313,80000,33.25,LaTrobe_CSV-orig_20200314234751.csv,17.4,,19.2,9.4,53.0,2020-03-13 08:00:00
1741,123,20200313,81500,22.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 08:15:00
1746,123,20200313,83000,20.0,LaTrobe_CSV-orig_20200314234751.csv,20.4,,21.9,10.4,48.0,2020-03-13 08:30:00
1749,123,20200313,84500,36.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 08:45:00
1751,123,20200313,90000,54.5,LaTrobe_CSV-orig_20200314234751.csv,21.5,,22.6,10.7,47.0,2020-03-13 09:00:00
1755,123,20200313,91500,40.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 09:15:00
1758,123,20200313,93000,36.75,LaTrobe_CSV-orig_20200314234751.csv,22.2,,23.2,10.9,46.0,2020-03-13 09:30:00
1760,123,20200313,94500,36.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 09:45:00
1764,123,20200313,100000,36.75,LaTrobe_CSV-orig_20200314234751.csv,22.3,,24.2,11.9,46.0,2020-03-13 10:00:00
1770,123,20200313,101500,38.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 10:15:00
1773,123,20200313,103000,42.75,LaTrobe_CSV-orig_20200314234751.csv,21.5,,24.8,11.7,44.0,2020-03-13 10:30:00
1775,123,20200313,104500,43.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 10:45:00
1766,123,20200313,110000,46.0,LaTrobe_CSV-orig_20200314234751.csv,23.0,,24.6,12.9,48.0,2020-03-13 11:00:00
1780,123,20200313,111500,42.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 11:15:00
1783,123,20200313,113000,42.25,LaTrobe_CSV-orig_20200314234751.csv,22.7,,25.0,12.9,47.0,2020-03-13 11:30:00
1786,123,20200313,114500,43.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 11:45:00
1789,123,20200313,120000,44.75,LaTrobe_CSV-orig_20200314234751.csv,22.9,,25.6,13.5,47.0,2020-03-13 12:00:00
1791,123,20200313,121500,45.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 12:15:00
1794,123,20200313,123000,43.25,LaTrobe_CSV-orig_20200314234751.csv,22.6,,25.2,13.1,47.0,2020-03-13 12:30:00
1796,123,20200313,124500,44.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 12:45:00
1799,123,20200313,130000,47.5,LaTrobe_CSV-orig_20200314234751.csv,23.4,,25.1,13.6,49.0,2020-03-13 13:00:00
1802,123,20200313,131500,43.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 13:15:00
1806,123,20200313,133000,42.75,LaTrobe_CSV-orig_20200314234751.csv,24.0,,26.3,13.1,44.0,2020-03-13 13:30:00
1808,123,20200313,134500,40.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 13:45:00
1811,123,20200313,140000,39.75,LaTrobe_CSV-orig_20200314234751.csv,22.8,,25.8,12.6,44.0,2020-03-13 14:00:00
1821,123,20200313,141500,44.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 14:15:00
1824,123,20200313,143000,43.75,LaTrobe_CSV-orig_20200314234751.csv,23.9,,25.8,13.0,45.0,2020-03-13 14:30:00
1826,123,20200313,144500,45.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 14:45:00
1829,123,20200313,150000,43.5,LaTrobe_CSV-orig_20200314234751.csv,23.8,,25.7,12.9,45.0,2020-03-13 15:00:00
1832,123,20200313,151500,44.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 15:15:00
1835,123,20200313,153000,44.25,LaTrobe_CSV-orig_20200314234751.csv,24.6,,25.9,13.7,47.0,2020-03-13 15:30:00
1817,123,20200313,154500,43.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 15:45:00
1840,123,20200313,160000,43.0,LaTrobe_CSV-orig_20200314234751.csv,19.5,,22.1,13.7,59.0,2020-03-13 16:00:00
1818,123,20200313,161500,30.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 16:15:00
1845,123,20200313,163000,31.5,LaTrobe_CSV-orig_20200314234751.csv,13.2,,17.0,16.8,99.0,2020-03-13 16:30:00
1819,123,20200313,164500,41.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 16:45:00
1850,123,20200313,170000,33.25,LaTrobe_CSV-orig_20200314234751.csv,13.7,,16.5,16.3,99.0,2020-03-13 17:00:00
1820,123,20200313,171500,30.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 17:15:00
1854,123,20200313,173000,27.0,LaTrobe_CSV-orig_20200314234751.csv,14.6,,16.7,16.2,97.0,2020-03-13 17:30:00
1861,123,20200313,174500,30.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 17:45:00
1865,123,20200313,180000,27.25,LaTrobe_CSV-orig_20200314234751.csv,13.0,,16.1,14.6,91.0,2020-03-13 18:00:00
1866,123,20200313,181500,24.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 18:15:00
1870,123,20200313,183000,17.75,LaTrobe_CSV-orig_20200314234751.csv,11.4,,15.1,14.9,99.0,2020-03-13 18:30:00
1871,123,20200313,184500,19.25,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 18:45:00
1874,123,20200313,190000,29.25,LaTrobe_CSV-orig_20200314234751.csv,12.2,,15.1,14.1,94.0,2020-03-13 19:00:00
1862,123,20200313,191500,21.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 19:15:00
1879,123,20200313,193000,16.5,LaTrobe_CSV-orig_20200314234751.csv,11.9,,14.2,14.2,100.0,2020-03-13 19:30:00
1863,123,20200313,194500,13.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 19:45:00
1883,123,20200313,200000,13.25,LaTrobe_CSV-orig_20200314234751.csv,11.5,,13.9,13.9,100.0,2020-03-13 20:00:00
1885,123,20200313,201500,9.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 20:15:00
1889,123,20200313,203000,8.0,LaTrobe_CSV-orig_20200314234751.csv,11.1,,14.3,11.8,85.0,2020-03-13 20:30:00
1891,123,20200313,204500,7.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 20:45:00
1893,123,20200313,210000,9.25,LaTrobe_CSV-orig_20200314234751.csv,10.7,,14.4,9.4,72.0,2020-03-13 21:00:00
1855,123,20200313,211500,8.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 21:15:00
1899,123,20200313,213000,7.5,LaTrobe_CSV-orig_20200314234751.csv,10.1,,14.4,7.9,65.0,2020-03-13 21:30:00
1901,123,20200313,214500,8.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 21:45:00
1905,123,20200313,220000,7.0,LaTrobe_CSV-orig_20200314234751.csv,9.7,,14.1,6.7,61.0,2020-03-13 22:00:00
1908,123,20200313,221500,7.0,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 22:15:00
1911,123,20200313,223000,7.5,LaTrobe_CSV-orig_20200314234751.csv,10.1,,13.8,6.4,61.0,2020-03-13 22:30:00
1913,123,20200313,224500,7.75,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 22:45:00
1916,123,20200313,230000,9.0,LaTrobe_CSV-orig_20200314234751.csv,9.9,,13.5,6.8,64.0,2020-03-13 23:00:00
1920,123,20200313,231500,9.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 23:15:00
1922,123,20200313,233000,9.75,LaTrobe_CSV-orig_20200314234751.csv,9.5,,13.4,5.3,58.0,2020-03-13 23:30:00
1927,123,20200313,234500,9.5,LaTrobe_CSV-orig_20200314234751.csv,,,,,,2020-03-13 23:45:00
1926,123,20200314,0,9.25,LaTrobe_CSV-orig_20200314234751.csv,10.4,,13.4,6.0,61.0,2020-03-14 00:00:00
5119,123,20200314,1500,10.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 00:15:00
4808,123,20200314,3000,10.0,LaTrobe_CSV-orig_20200315080256.csv,9.7,,13.2,5.4,59.0,2020-03-14 00:30:00
1986,123,20200314,4500,9.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 00:45:00
2209,123,20200314,10000,9.75,LaTrobe_CSV-orig_20200315080256.csv,9.2,,12.9,4.3,56.0,2020-03-14 01:00:00
1123,123,20200314,11500,9.25,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 01:15:00
1121,123,20200314,13000,8.75,LaTrobe_CSV-orig_20200315080256.csv,9.6,,13.1,5.5,60.0,2020-03-14 01:30:00
2789,123,20200314,14500,9.0,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 01:45:00
2785,123,20200314,20000,9.75,LaTrobe_CSV-orig_20200315080256.csv,9.3,,13.1,6.0,62.0,2020-03-14 02:00:00
3759,123,20200314,21500,9.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 02:15:00
2784,123,20200314,23000,9.0,LaTrobe_CSV-orig_20200315080256.csv,8.0,,12.9,4.1,55.0,2020-03-14 02:30:00
2201,123,20200314,24500,9.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 02:45:00
1106,123,20200314,30000,9.5,LaTrobe_CSV-orig_20200315074655.csv,7.5,,12.5,3.5,54.0,2020-03-14 03:00:00
1102,123,20200314,31500,9.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 03:15:00
1104,123,20200314,33000,8.75,LaTrobe_CSV-orig_20200315080256.csv,8.1,,12.3,4.0,57.0,2020-03-14 03:30:00
607,123,20200314,34500,8.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 03:45:00
1091,123,20200314,40000,8.5,LaTrobe_CSV-orig_20200315080256.csv,8.8,,12.1,4.3,59.0,2020-03-14 04:00:00
2779,123,20200314,41500,8.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 04:15:00
2776,123,20200314,43000,8.25,LaTrobe_CSV-orig_20200315074655.csv,9.7,,12.5,5.0,60.0,2020-03-14 04:30:00
3705,123,20200314,44500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 04:45:00
3700,123,20200314,50000,9.5,LaTrobe_CSV-orig_20200315074655.csv,7.9,,12.4,4.4,58.0,2020-03-14 05:00:00
1075,123,20200314,51500,9.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 05:15:00
5581,123,20200314,53000,8.25,LaTrobe_CSV-orig_20200315080256.csv,8.2,,12.0,4.0,58.0,2020-03-14 05:30:00
2775,123,20200314,54500,8.0,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 05:45:00
1070,123,20200314,60000,7.75,LaTrobe_CSV-orig_20200315074655.csv,8.9,,12.2,4.4,59.0,2020-03-14 06:00:00
90,123,20200314,61500,8.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 06:15:00
2197,123,20200314,63000,8.5,LaTrobe_CSV-orig_20200315074655.csv,8.1,,12.4,5.1,61.0,2020-03-14 06:30:00
600,123,20200314,64500,8.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 06:45:00
2766,123,20200314,70000,8.5,LaTrobe_CSV-orig_20200315080256.csv,7.9,,12.2,3.4,55.0,2020-03-14 07:00:00
1051,123,20200314,71500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 07:15:00
5530,123,20200314,73000,8.5,LaTrobe_CSV-orig_20200315074655.csv,8.2,,12.0,4.0,58.0,2020-03-14 07:30:00
2761,123,20200314,74500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 07:45:00
1040,123,20200314,80000,8.5,LaTrobe_CSV-orig_20200315080256.csv,8.8,,12.5,4.7,59.0,2020-03-14 08:00:00
4802,123,20200314,81500,8.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 08:15:00
1027,123,20200314,83000,8.5,LaTrobe_CSV-orig_20200315074655.csv,9.0,,13.0,4.7,57.0,2020-03-14 08:30:00
5105,123,20200314,84500,8.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 08:45:00
2758,123,20200314,90000,9.25,LaTrobe_CSV-orig_20200315074655.csv,8.9,,13.3,4.5,55.0,2020-03-14 09:00:00
578,123,20200314,91500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 09:15:00
4780,123,20200314,93000,8.25,LaTrobe_CSV-orig_20200315080256.csv,9.9,,13.5,5.2,57.0,2020-03-14 09:30:00
1014,123,20200314,94500,8.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 09:45:00
1005,123,20200314,100000,9.25,LaTrobe_CSV-orig_20200315074655.csv,10.6,,13.7,5.6,58.0,2020-03-14 10:00:00
